player_name,team_name,appearances,minutesPlayed,goals,expectedGoals,shotsOnTarget,totalShots,bigChancesMissed,bigChancesCreated,goalConversionPercentage,headedGoals,shotsFromInsideTheBox,assists,expectedAssists,keyPasses,totalPasses,accuratePasses,accuratePassesPercentage,accurateLongBalls,accurateLongBallsPercentage,accurateCrosses,accurateCrossesPercentage,totalCross,accurateFinalThirdPasses,passToAssist,successfulDribbles,successfulDribblesPercentage,totalContest,touches,dispossessed,possessionLost,possessionWonAttThird,wasFouled,ballRecovery,offsides,tackles,tacklesWon,interceptions,blockedShots,clearances,outfielderBlocks,errorLeadToGoal,errorLeadToShot,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,dribbledPast,duelLost,fouls,yellowCards,redCards,penaltyConceded,penaltyWon,saves,goalsPrevented,cleanSheet,goalsConceded,penaltySave,penaltyFaced,highClaims,runsOut,successfulRunsOut,punches,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,crossesNotClaimed,penaltiesTaken,penaltyGoals,rating,league,accumulation,season,master_id,player_name_us,player_name_tm,player_id_tm,goals_p90,expectedGoals_p90,shotsOnTarget_p90,totalShots_p90,bigChancesMissed_p90,bigChancesCreated_p90,goalConversionPercentage_p90,headedGoals_p90,shotsFromInsideTheBox_p90,assists_p90,expectedAssists_p90,keyPasses_p90,totalPasses_p90,accuratePasses_p90,accuratePassesPercentage_p90,accurateLongBalls_p90,accurateLongBallsPercentage_p90,accurateCrosses_p90,accurateCrossesPercentage_p90,totalCross_p90,accurateFinalThirdPasses_p90,passToAssist_p90,successfulDribbles_p90,successfulDribblesPercentage_p90,totalContest_p90,touches_p90,dispossessed_p90,possessionLost_p90,possessionWonAttThird_p90,wasFouled_p90,ballRecovery_p90,offsides_p90,tackles_p90,tacklesWon_p90,interceptions_p90,blockedShots_p90,clearances_p90,outfielderBlocks_p90,errorLeadToGoal_p90,errorLeadToShot_p90,groundDuelsWon_p90,groundDuelsWonPercentage_p90,aerialDuelsWon_p90,aerialDuelsWonPercentage_p90,dribbledPast_p90,duelLost_p90,fouls_p90,yellowCards_p90,redCards_p90,penaltyConceded_p90,penaltyWon_p90,saves_p90,goalsPrevented_p90,cleanSheet_p90,goalsConceded_p90,penaltySave_p90,penaltyFaced_p90,highClaims_p90,runsOut_p90,successfulRunsOut_p90,punches_p90,savedShotsFromInsideTheBox_p90,savedShotsFromOutsideTheBox_p90,crossesNotClaimed_p90,penaltiesTaken_p90,penaltyGoals_p90,rating_p90,accumulation_p90,shots_us,xGChain_us,xGBuildup_us,xA_us,ppda,oppda,deep,odc,xg,xg_against,np_xg,xp,position_tm,age_tm,height,nationality,market_value,contract_expires,date_of_birth,joined,signed_from,postes_list
Zion Suzuki,Parma,20,1800,0,,0,0,0,0,0.0,0,0,0,0.12,1,699,433,61.95,160,37.91,0,0.0,0,68,0,0,0.0,0,922,0,274,0,4,178,0,0,0,0,0,25,0.0,1,0,4,80.0,7,100.0,1,1,0,1,0,0,0,66,-1.36,5,28,1,3,26,12,12,10,43,23,0,0,0,7.03,Italy Serie A,total,25/26,0d5f242c2b36,Zion Suzuki,Zion Suzuki,432298.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,34.95,21.65,61.95,8.0,37.91,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,46.1,0.0,13.7,0.0,0.2,8.9,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.05,0.0,0.2,80.0,0.35,100.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,3.3,-0.07,0.25,1.4,0.05,0.15,1.3,0.6,0.6,0.5,2.15,1.15,0.0,0.0,0.0,7.03,per90,0.0,0.6844347473233938,0.6587337050586939,0.0257010422646999,,,,,,,,,Goalkeeper,23.0,1.9,Japan,€20.00m,"Jun 30, 2029","Aug 21, 2002","Jul 15, 2024",,"[""GK""]"
Sebastiano Esposito,Cagliari,36,2699,7,4.98,16,57,2,11,12.28,2,32,5,4.6,71,1005,759,75.52,64,64.0,34,24.82,137,294,0,17,41.46,41,1636,31,508,13,56,93,5,56,34,20,15,22,4.0,0,1,128,48.67,21,42.86,42,163,45,6,0,0,1,0,,1,37,0,0,0,0,0,0,0,0,0,1,1,7.03,Italy Serie A,total,25/26,bdfb8dc94b5a,Sebastiano Esposito,Sebastiano Esposito,538918.0,0.23,0.17,0.53,1.9,0.07,0.37,12.28,0.07,1.07,0.17,0.15,2.37,33.51,25.31,75.52,2.13,64.0,1.13,24.82,4.57,9.8,0.0,0.57,41.46,1.37,54.55,1.03,16.94,0.43,1.87,3.1,0.17,1.87,1.13,0.67,0.5,0.73,0.13,0.0,0.03,4.27,48.67,0.7,42.86,1.4,5.44,1.5,0.2,0.0,0.0,0.03,0.0,,0.03,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,7.03,per90,57.0,11.48640700429678,4.763355305418372,5.577771823387593,16.49512544521827,10.825655381071208,137.0,231.0,43.729117,60.359659,42.206517,42.0542,Second Striker,23.0,1.83,Italy,€12.00m,"Jun 30, 2030","Jul 2, 2002","Aug 12, 2025",,"[""CF""]"
Bryan Cristante,AS Roma,37,3103,2,2.21,8,44,2,3,4.55,2,33,1,2.83,27,2129,1731,81.31,121,51.49,6,31.58,19,479,0,13,59.09,22,2565,23,491,16,9,186,0,72,41,27,15,67,8.0,0,3,92,45.1,114,53.77,19,210,63,6,0,0,0,0,,14,26,0,0,0,0,0,0,0,0,0,0,0,7.02,Italy Serie A,total,25/26,53aa06138976,Bryan Cristante,Bryan Cristante,199248.0,0.06,0.06,0.23,1.28,0.06,0.09,4.55,0.06,0.96,0.03,0.08,0.78,61.75,50.21,81.31,3.51,51.49,0.17,31.58,0.55,13.89,0.0,0.38,59.09,0.64,74.4,0.67,14.24,0.46,0.26,5.39,0.0,2.09,1.19,0.78,0.44,1.94,0.23,0.0,0.09,2.67,45.1,3.31,53.77,0.55,6.09,1.83,0.17,0.0,0.0,0.0,0.0,,0.41,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,per90,43.0,12.89684208855033,10.956094874069096,2.281888909637928,,,,,,,,,Defensive Midfield,31.0,1.86,Italy,€7.00m,"Jun 30, 2027","Mar 3, 1995","Jul 1, 2019",,"[""DM""]"
Marco Palestra,Cagliari,37,3084,1,1.71,7,29,0,7,3.45,0,19,4,3.55,33,867,738,85.12,28,54.9,27,24.77,109,163,1,70,51.85,135,1671,23,400,3,108,116,8,55,35,20,9,42,3.0,0,1,233,61.48,15,40.54,20,168,41,3,0,0,0,0,,6,46,0,0,0,0,0,0,0,0,0,0,0,7.02,Italy Serie A,total,25/26,2630e1e7e1d5,Marco Palestra,Marco Palestra,895937.0,0.03,0.05,0.2,0.85,0.0,0.2,3.45,0.0,0.55,0.12,0.1,0.96,25.3,21.54,85.12,0.82,54.9,0.79,24.77,3.18,4.76,0.03,2.04,51.85,3.94,48.76,0.67,11.67,0.09,3.15,3.39,0.23,1.61,1.02,0.58,0.26,1.23,0.09,0.0,0.03,6.8,61.48,0.44,40.54,0.58,4.9,1.2,0.09,0.0,0.0,0.0,0.0,,0.18,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,per90,29.0,8.444047356024384,3.87338453065604,4.397553648799658,16.49512544521827,10.825655381071208,137.0,231.0,43.729117,60.359659,42.206517,42.0542,Right-Back,21.0,1.86,Italy,€30.00m,"Jun 30, 2026","Mar 3, 2005","Aug 26, 2025",,"[""FB""]"
Manu Koné,AS Roma,29,2459,2,2.11,5,21,1,4,9.52,1,11,3,2.51,25,1370,1239,90.44,35,59.32,0,0.0,1,372,0,29,61.7,47,1780,36,247,11,53,127,2,49,27,18,9,28,3.0,0,2,127,50.4,28,50.91,28,152,47,2,0,0,0,0,,11,20,0,0,0,0,0,0,0,0,0,0,0,7.02,Italy Serie A,total,25/26,bc4f6b8de063,Kouadio Kone,Manu Koné,624690.0,0.07,0.08,0.18,0.77,0.04,0.15,9.52,0.04,0.4,0.11,0.09,0.92,50.14,45.35,90.44,1.28,59.32,0.0,0.0,0.04,13.62,0.0,1.06,61.7,1.72,65.15,1.32,9.04,0.4,1.94,4.65,0.07,1.79,0.99,0.66,0.33,1.02,0.11,0.0,0.07,4.65,50.4,1.02,50.91,1.02,5.56,1.72,0.07,0.0,0.0,0.0,0.0,,0.4,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,per90,21.0,14.520286563783884,10.869493629783392,3.4994950499385595,,,,,,,,,Central Midfield,24.0,1.85,France,€50.00m,"Jun 30, 2029","May 17, 2001","Aug 30, 2024",,"[""CM""]"
Elia Caprile,Cagliari,38,3420,0,,0,0,0,0,0.0,0,0,0,0.07,1,1091,696,63.79,214,35.49,0,0.0,0,46,0,0,0.0,0,1469,0,402,0,8,303,0,0,0,0,0,34,0.0,2,0,2,100.0,16,84.21,0,3,0,2,0,0,0,122,3.52,8,53,0,2,45,17,16,14,75,45,1,0,0,7.02,Italy Serie A,total,25/26,52bc67af8878,Elia Caprile,Elia Caprile,421873.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,28.71,18.32,63.79,5.63,35.49,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,38.66,0.0,10.58,0.0,0.21,7.97,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.05,0.0,0.05,100.0,0.42,84.21,0.0,0.08,0.0,0.05,0.0,0.0,0.0,3.21,0.09,0.21,1.39,0.0,0.05,1.18,0.45,0.42,0.37,1.97,1.18,0.03,0.0,0.0,7.02,per90,0.0,2.390499006025493,2.26758576463908,0.1229132413864135,16.49512544521827,10.825655381071208,137.0,231.0,43.729117,60.359659,42.206517,42.0542,Goalkeeper,24.0,1.91,Italy,€15.00m,"Jun 30, 2029","Aug 25, 2001","Jul 1, 2025",,"[""GK""]"
Domenico Berardi,Sassuolo,26,1970,8,5.82,21,40,4,8,20.0,0,29,4,3.29,33,647,498,76.97,37,52.86,17,29.31,58,190,0,11,42.31,26,1023,18,277,13,34,78,12,26,17,24,5,24,0.0,0,0,70,45.75,13,40.63,21,102,31,2,1,0,1,0,,3,30,0,0,0,0,0,0,0,0,0,3,2,7.02,Italy Serie A,total,25/26,37eb16c20b5b,Domenico Berardi,Domenico Berardi,177843.0,0.37,0.27,0.96,1.83,0.18,0.37,20.0,0.0,1.32,0.18,0.15,1.51,29.56,22.75,76.97,1.69,52.86,0.78,29.31,2.65,8.68,0.0,0.5,42.31,1.19,46.74,0.82,12.65,0.59,1.55,3.56,0.55,1.19,0.78,1.1,0.23,1.1,0.0,0.0,0.0,3.2,45.75,0.59,40.63,0.96,4.66,1.42,0.09,0.05,0.0,0.05,0.0,,0.14,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.09,7.02,per90,40.0,13.033610694110394,6.80599008500576,5.058273881673813,17.18186754982091,11.70494035111686,209.0,274.0,48.024261,61.069304,44.650886,46.4422,Right Winger,31.0,1.83,Italy,€7.50m,"Jun 30, 2029","Aug 1, 1994","Jul 1, 2015",,"[""W""]"
David Neres,SSC Napoli,16,925,3,1.54,4,17,0,9,17.65,0,6,3,3.21,21,331,270,81.57,4,66.67,13,24.53,53,141,0,19,38.0,50,564,12,185,8,7,28,0,10,5,1,7,2,3.0,0,0,36,37.5,4,22.22,2,74,19,3,0,0,0,0,,0,7,0,0,0,0,0,0,0,0,0,0,0,7.01,Italy Serie A,total,25/26,a25ada59e6f0,David Neres,David Neres,469822.0,0.29,0.15,0.39,1.65,0.0,0.88,17.65,0.0,0.58,0.29,0.31,2.04,32.21,26.27,81.57,0.39,66.67,1.26,24.53,5.16,13.72,0.0,1.85,38.0,4.86,54.88,1.17,18.0,0.78,0.68,2.72,0.0,0.97,0.49,0.1,0.68,0.19,0.29,0.0,0.0,3.5,37.5,0.39,22.22,0.19,7.2,1.85,0.29,0.0,0.0,0.0,0.0,,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01,per90,17.0,7.352409522980452,3.5680493600666523,3.786104552447796,,,,,,,,,Right Winger,29.0,1.76,Brazil,€28.00m,"Jun 30, 2028","Mar 3, 1997","Aug 21, 2024",,"[""W""]"
Kevin De Bruyne,SSC Napoli,18,1169,5,4.05,11,27,0,6,18.52,0,10,2,3.47,37,740,620,83.78,29,59.18,12,20.69,58,237,1,9,64.29,14,933,13,208,9,6,43,4,12,9,5,7,4,0.0,0,0,27,42.19,3,33.33,11,43,8,1,0,0,0,0,,2,8,0,0,0,0,0,0,0,0,0,3,3,7.01,Italy Serie A,total,25/26,17a2c485cf27,Kevin De Bruyne,Kevin De Bruyne,88755.0,0.38,0.31,0.85,2.08,0.0,0.46,18.52,0.0,0.77,0.15,0.27,2.85,56.97,47.73,83.78,2.23,59.18,0.92,20.69,4.47,18.25,0.08,0.69,64.29,1.08,71.83,1.0,16.01,0.69,0.46,3.31,0.31,0.92,0.69,0.38,0.54,0.31,0.0,0.0,0.0,2.08,42.19,0.23,33.33,0.85,3.31,0.62,0.08,0.0,0.0,0.0,0.0,,0.15,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,7.01,per90,27.0,7.890820484608412,5.31821558624506,4.023396631702781,,,,,,,,,Attacking Midfield,34.0,1.81,Belgium,€10.00m,"Jun 30, 2027","Jun 28, 1991","Jul 1, 2025",,"[""AM""]"
Francisco Conceição,Juventus,31,2098,3,7.77,23,73,11,6,4.11,0,59,5,5.21,42,849,741,87.28,18,54.55,23,25.0,92,333,0,54,52.94,102,1371,27,314,29,40,98,3,34,25,7,28,4,1.0,0,0,128,51.61,2,12.5,16,134,32,3,0,0,0,0,,0,18,0,0,0,0,0,0,0,0,0,0,0,7.01,Italy Serie A,total,25/26,a877f1ab5de0,Francisco Conceição,Francisco Conceição,487474.0,0.13,0.33,0.99,3.13,0.47,0.26,4.11,0.0,2.53,0.21,0.22,1.8,36.42,31.79,87.28,0.77,54.55,0.99,25.0,3.95,14.29,0.0,2.32,52.94,4.38,58.81,1.16,13.47,1.24,1.72,4.2,0.13,1.46,1.07,0.3,1.2,0.17,0.04,0.0,0.0,5.49,51.61,0.09,12.5,0.69,5.75,1.37,0.13,0.0,0.0,0.0,0.0,,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01,per90,73.0,18.74015914928168,9.5299581438303,4.1634056605398655,11.518693519202657,18.27995087906268,386.0,173.0,74.158344,36.119729,70.216874,75.50399999999999,Right Winger,23.0,1.7,Portugal,€30.00m,"Jun 30, 2030","Dec 14, 2002","Jul 22, 2025",,"[""W""]"
Rolando Mandragora,Fiorentina,34,2438,7,4.7,18,64,0,3,10.94,1,25,3,2.59,35,990,836,84.44,33,35.48,17,24.29,70,222,0,6,37.5,16,1388,11,257,9,55,69,0,45,22,13,21,35,5.0,0,0,103,59.54,38,61.29,15,94,37,7,0,0,1,0,,2,33,0,0,0,0,0,0,0,0,0,1,1,7.01,Italy Serie A,total,25/26,ccf6c6184fab,Rolando Mandragora,Rolando Mandragora,308279.0,0.26,0.17,0.66,2.36,0.0,0.11,10.94,0.04,0.92,0.11,0.1,1.29,36.55,30.86,84.44,1.22,35.48,0.63,24.29,2.58,8.2,0.0,0.22,37.5,0.59,51.24,0.41,9.49,0.33,2.03,2.55,0.0,1.66,0.81,0.48,0.78,1.29,0.18,0.0,0.0,3.8,59.54,1.4,61.29,0.55,3.47,1.37,0.26,0.0,0.0,0.04,0.0,,0.07,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,7.01,per90,64.0,9.77954494766891,5.925872426480055,2.880523666739464,13.773289491276174,11.987958906916177,191.0,238.0,52.173659,57.464868,47.605871,48.38,Defensive Midfield,28.0,1.83,Italy,€10.00m,"Jun 30, 2028","Jun 29, 1997","Jul 4, 2022",,"[""DM""]"
Keinan Davis,Udinese,30,2079,10,10.07,25,50,7,6,20.0,1,45,4,2.21,31,396,308,77.78,8,72.73,0,0.0,5,124,0,30,68.18,44,739,40,209,15,47,75,10,11,5,2,12,26,3.0,0,1,88,48.62,59,43.07,5,171,41,5,0,0,2,0,,1,28,0,0,0,0,0,0,0,0,0,4,4,7.0,Italy Serie A,total,25/26,a959d7dc8140,Keinan Davis,Keinan Davis,412660.0,0.43,0.44,1.08,2.16,0.3,0.26,20.0,0.04,1.95,0.17,0.1,1.34,17.14,13.33,77.78,0.35,72.73,0.0,0.0,0.22,5.37,0.0,1.3,68.18,1.9,31.99,1.73,9.05,0.65,2.03,3.25,0.43,0.48,0.22,0.09,0.52,1.13,0.13,0.0,0.04,3.81,48.62,2.55,43.07,0.22,7.4,1.77,0.22,0.0,0.0,0.09,0.0,,0.04,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,7.0,per90,50.0,13.425299689173698,5.164774231612682,4.327703749760985,12.779809233973284,10.73039182106292,196.0,202.0,47.286857,57.019825,43.480382,46.526,Centre-Forward,28.0,1.89,England,€9.00m,"Jun 30, 2027","Feb 13, 1998","Sep 1, 2023",,"[""CF""]"
Lloyd Kelly,Juventus,35,2998,1,1.09,3,17,0,3,5.88,0,12,1,1.35,11,2033,1808,88.93,127,54.27,0,0.0,12,225,0,18,78.26,23,2449,9,285,12,20,168,4,48,34,14,6,116,17.0,0,2,83,57.64,90,62.94,7,114,43,4,0,1,0,0,,13,30,0,0,0,0,0,0,0,0,0,0,0,7.0,Italy Serie A,total,25/26,058fdb15fca9,Lloyd Kelly,Lloyd Kelly,480116.0,0.03,0.03,0.09,0.51,0.0,0.09,5.88,0.0,0.36,0.03,0.04,0.33,61.03,54.28,88.93,3.81,54.27,0.0,0.0,0.36,6.75,0.0,0.54,78.26,0.69,73.52,0.27,8.56,0.36,0.6,5.04,0.12,1.44,1.02,0.42,0.18,3.48,0.51,0.0,0.06,2.49,57.64,2.7,62.94,0.21,3.42,1.29,0.12,0.0,0.03,0.0,0.0,,0.39,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,per90,17.0,12.84868349507451,12.28440174087882,1.061808668076992,11.518693519202657,18.27995087906268,386.0,173.0,74.158344,36.119729,70.216874,75.50399999999999,Centre-Back,27.0,1.89,England,€20.00m,"Jun 30, 2029","Oct 6, 1998","Jul 1, 2025",,"[""CB""]"
Federico Bonazzoli,Cremonese,35,2523,10,9.73,32,75,5,3,13.33,0,45,1,1.56,13,833,703,84.39,42,73.68,6,23.08,26,199,0,11,32.35,34,1252,34,276,17,80,86,4,30,19,11,18,10,0.0,0,0,121,54.5,9,34.62,20,118,26,4,0,0,0,0,,2,45,0,0,0,0,0,0,0,0,0,3,3,7.0,Italy Serie A,total,25/26,659547e6b3a1,Federico Bonazzoli,Federico Bonazzoli,241527.0,0.36,0.35,1.14,2.68,0.18,0.11,13.33,0.0,1.61,0.04,0.06,0.46,29.71,25.08,84.39,1.5,73.68,0.21,23.08,0.93,7.1,0.0,0.39,32.35,1.21,44.66,1.21,9.85,0.61,2.85,3.07,0.14,1.07,0.68,0.39,0.64,0.36,0.0,0.0,0.0,4.32,54.5,0.32,34.62,0.71,4.21,0.93,0.14,0.0,0.0,0.0,0.0,,0.07,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,7.0,per90,75.0,10.240432717371732,3.803929052315653,1.532783793285489,14.833276443908762,11.628567126997437,107.0,264.0,37.487589,66.507091,34.442396,36.4358,Centre-Forward,28.0,1.85,Italy,€2.50m,"Jun 30, 2028","May 21, 1997","Aug 6, 2024",,"[""CF""]"
Gianluca Mancini,AS Roma,36,3066,4,2.64,8,20,0,5,20.0,4,19,2,1.45,22,1649,1433,86.9,60,40.0,6,19.35,31,232,1,4,66.67,6,2172,6,287,4,42,109,5,52,29,49,5,126,14.0,0,2,97,50.79,91,62.76,17,148,71,9,0,0,0,0,,12,26,0,0,0,0,0,0,0,0,0,0,0,7.0,Italy Serie A,total,25/26,72a0b714bc6a,Gianluca Mancini,Gianluca Mancini,256448.0,0.12,0.08,0.23,0.59,0.0,0.15,20.0,0.12,0.56,0.06,0.04,0.65,48.41,42.06,86.9,1.76,40.0,0.18,19.35,0.91,6.81,0.03,0.12,66.67,0.18,63.76,0.18,8.42,0.12,1.23,3.2,0.15,1.53,0.85,1.44,0.15,3.7,0.41,0.0,0.06,2.85,50.79,2.67,62.76,0.5,4.34,2.08,0.26,0.0,0.0,0.0,0.0,,0.35,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,per90,20.0,12.404685972258449,11.154921559616923,2.720187921077013,,,,,,,,,Centre-Back,30.0,1.9,Italy,€15.00m,"Jun 30, 2027","Apr 17, 1996","Sep 1, 2020",,"[""CB""]"
Marc Kempf,Como,34,2323,4,2.82,6,21,2,2,19.05,3,19,1,0.83,8,1735,1549,89.28,42,36.21,0,0.0,0,115,0,2,33.33,6,2064,4,220,2,19,90,0,21,11,12,4,138,20.0,2,1,41,47.67,93,66.91,15,91,26,3,0,1,0,0,,11,20,0,0,0,0,0,0,0,0,0,0,0,7.0,Italy Serie A,total,25/26,f62bb2a30364,Marc-Oliver Kempf,Marc Oliver Kempf,160938.0,0.15,0.11,0.23,0.81,0.08,0.08,19.05,0.12,0.74,0.04,0.03,0.31,67.22,60.01,89.28,1.63,36.21,0.0,0.0,0.0,4.46,0.0,0.08,33.33,0.23,79.97,0.15,8.52,0.08,0.74,3.49,0.0,0.81,0.43,0.46,0.15,5.35,0.77,0.08,0.04,1.59,47.67,3.6,66.91,0.58,3.53,1.01,0.12,0.0,0.04,0.0,0.0,,0.43,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,per90,22.0,8.622972431592643,8.481748702004552,1.0999353304505348,8.336904847951576,17.02599895318048,242.0,145.0,67.974851,39.54103,61.877522,68.8054,Centre-Back,31.0,1.86,Germany,€3.50m,"Jun 30, 2027","Jan 28, 1995","Aug 28, 2024",,"[""CB""]"
Éderson,Atalanta,30,2235,2,4.36,11,35,6,3,5.71,0,17,1,1.63,25,1334,1190,89.21,80,72.07,1,8.33,12,304,0,16,55.17,29,1728,21,233,9,40,133,2,59,35,28,14,41,7.0,0,3,113,56.78,22,41.51,19,117,34,3,0,0,0,0,,7,18,0,0,0,0,0,0,0,0,0,1,1,7.0,Italy Serie A,total,25/26,e4ef3b66009b,Éderson,Éderson,607854.0,0.08,0.18,0.44,1.41,0.24,0.12,5.71,0.0,0.68,0.04,0.07,1.01,53.72,47.92,89.21,3.22,72.07,0.04,8.33,0.48,12.24,0.0,0.64,55.17,1.17,69.58,0.85,9.38,0.36,1.61,5.36,0.08,2.38,1.41,1.13,0.56,1.65,0.28,0.0,0.12,4.55,56.78,0.89,41.51,0.77,4.71,1.37,0.12,0.0,0.0,0.0,0.0,,0.28,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,7.0,per90,35.0,16.25540943443775,12.244340799748898,2.210425505414605,11.628830453866852,15.103490672073786,355.0,236.0,68.646032,51.698149,66.362132,64.1825,Central Midfield,26.0,1.83,Brazil,€40.00m,"Jun 30, 2027","Jul 7, 1999","Jul 6, 2022",,"[""CM""]"
Mattéo Guendouzi,Lazio,16,1430,2,1.3,8,16,1,1,12.5,0,7,1,1.16,15,735,644,87.62,37,66.07,7,35.0,20,193,0,8,47.06,17,911,6,137,7,21,62,0,14,7,11,2,14,6.0,0,2,43,50.0,6,54.55,11,48,17,6,1,0,0,0,,8,12,0,0,0,0,0,0,0,0,0,0,0,6.99,Italy Serie A,total,25/26,7fadbb57ba04,Matteo Guendouzi,,,0.13,0.08,0.5,1.01,0.06,0.06,12.5,0.0,0.44,0.06,0.07,0.94,46.26,40.53,87.62,2.33,66.07,0.44,35.0,1.26,12.15,0.0,0.5,47.06,1.07,57.34,0.38,8.62,0.44,1.32,3.9,0.0,0.88,0.44,0.69,0.13,0.88,0.38,0.0,0.13,2.71,50.0,0.38,54.55,0.69,3.02,1.07,0.38,0.06,0.0,0.0,0.0,,0.5,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,per90,16.0,5.685938589274883,4.695960254408419,1.0217254180461168,17.9258601302026,14.274284849155157,172.0,210.0,46.176585,48.997367,42.244728,48.2391,,,,,,,,,,"[""CM""]"
Wladimiro Falcone,Lecce,38,3420,0,,0,0,0,0,0.0,0,0,0,0.1,1,1142,522,45.71,296,32.42,0,0.0,0,58,0,0,0.0,0,1448,0,627,0,8,291,0,2,2,0,0,55,0.0,0,1,5,83.33,19,95.0,1,2,0,2,0,0,0,110,6.4,10,50,2,6,15,24,23,25,88,22,0,0,0,6.99,Italy Serie A,total,25/26,d6315f4bace1,Wladimiro Falcone,Wladimiro Falcone,238537.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,30.05,13.74,45.71,7.79,32.42,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,38.11,0.0,16.5,0.0,0.21,7.66,0.0,0.05,0.05,0.0,0.0,1.45,0.0,0.0,0.03,0.13,83.33,0.5,95.0,0.03,0.05,0.0,0.05,0.0,0.0,0.0,2.89,0.17,0.26,1.32,0.05,0.16,0.39,0.63,0.61,0.66,2.32,0.58,0.0,0.0,0.0,6.99,per90,0.0,0.8861004188656807,0.8495744355022907,0.0365259833633899,12.915674277953173,8.186225467420181,130.0,272.0,37.230925,64.799693,35.708329,36.0476,Goalkeeper,31.0,1.95,Italy,€3.50m,"Jun 30, 2028","Apr 12, 1995","Jul 27, 2023",,"[""GK""]"
Dodô,Fiorentina,36,3139,1,2.18,4,25,1,8,4.0,0,11,2,4.96,51,1400,1170,83.57,49,39.52,35,23.03,152,354,0,46,54.12,85,2234,14,511,7,53,172,2,29,18,30,5,59,3.0,0,2,127,58.26,18,46.15,18,112,22,7,0,0,0,0,,8,46,0,0,0,0,0,0,0,0,0,0,0,6.99,Italy Serie A,total,25/26,d4ea4d170cc9,Dodô,Dodô,401529.0,0.03,0.06,0.11,0.72,0.03,0.23,4.0,0.0,0.32,0.06,0.14,1.46,40.14,33.55,83.57,1.4,39.52,1.0,23.03,4.36,10.15,0.0,1.32,54.12,2.44,64.05,0.4,14.65,0.2,1.52,4.93,0.06,0.83,0.52,0.86,0.14,1.69,0.09,0.0,0.06,3.64,58.26,0.52,46.15,0.52,3.21,0.63,0.2,0.0,0.0,0.0,0.0,,0.23,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,per90,25.0,14.528255576267838,10.455381613224745,5.387680346146226,13.773289491276174,11.987958906916177,191.0,238.0,52.173659,57.464868,47.605871,48.38,Right-Back,27.0,1.66,Brazil,€18.00m,"Jun 30, 2027","Nov 17, 1998","Jul 22, 2022",,"[""FB""]"
